Trial  | True     | Pred     | Conf   | Result
#189   | Foot     | Foot     | 1.00   | ✅
#190   | Left     | Foot     | 0.97   | ❌
#191   | Right    | Right    | 0.95   | ✅
#192   | Left     | Left     | 1.00   | ✅
#193   | Right    | Right    | 0.62   | ✅
#194   | Left     | Left     | 0.53   | ✅
#195   | Left     | Left     | 1.00   | ✅
#196   | Foot     | Foot     | 0.93   | ✅
#197   | Foot     | Foot     | 1.00   | ✅
#198   | Right    | Right    | 1.00   | ✅
#199   | Foot     | Foot     | 0.98   | ✅
#200   | Tongue   | Tongue   | 1.00   | ✅
#201   | Left     | Left     | 0.98   | ✅
#202   | Tongue   | Left     | 0.67   | ❌
#203   | Left     | Left     | 1.00   | ✅
#204   | Left     | Left     | 0.85   | ✅
#205   | Right    | Right    | 0.88   | ✅
#206   | Tongue   | Tongue   | 1.00   | ✅
#207   | Foot     | Foot     | 1.00   | ✅
#208   | Right    | Right    | 1.00   | ✅
#209   | Tongue   | Right    | 0.82   | ❌
#210   | Foot     | Foot     | 1.00   | ✅
#211   | Tongue   | Tongue   | 1.00   | ✅
#212   | Foot     | Foot     | 1.00   | ✅
#213   | Tongue   | Tongue   | 0.98   | ✅
#214   | Right    | Right    | 0.89   | ✅
#215   | Right    | Right    | 1.00   | ✅
#216   | Tongue   | Tongue   | 1.00   | ✅
#217   | Left     | Left     | 0.96   | ✅
#218   | Right    | Right    | 0.99   | ✅
#219   | Right    | Right    | 1.00   | ✅
#220   | Right    | Foot     | 0.57   | ❌
#221   | Foot     | Foot     | 0.95   | ✅
#222   | Tongue   | Tongue   | 1.00   | ✅
#223   | Left     | Left     | 1.00   | ✅
#224   | Tongue   | Tongue   | 1.00   | ✅
#225   | Left     | Left     | 1.00   | ✅
#226   | Foot     | Foot     | 0.99   | ✅
#227   | Left     | Left     | 1.00   | ✅
#228   | Tongue   | Left     | 0.83   | ❌
#229   | Left     | Left     | 1.00   | ✅
#230   | Foot     | Foot     | 1.00   | ✅
#231   | Left     | Left     | 0.89   | ✅
#232   | Right    | Right    | 0.82   | ✅
#233   | Foot     | Foot     | 1.00   | ✅
#234   | Foot     | Foot     | 1.00   | ✅
#235   | Tongue   | Tongue   | 0.96   | ✅
#236   | Left     | Foot     | 0.98   | ❌
#237   | Right    | Right    | 1.00   | ✅
#238   | Tongue   | Tongue   | 0.99   | ✅
#239   | Right    | Right    | 1.00   | ✅
#240   | Foot     | Foot     | 0.90   | ✅
#241   | Foot     | Foot     | 0.73   | ✅
#242   | Left     | Left     | 1.00   | ✅
#243   | Tongue   | Tongue   | 0.90   | ✅
#244   | Right    | Right    | 1.00   | ✅
#245   | Tongue   | Tongue   | 1.00   | ✅
#246   | Left     | Foot     | 0.78   | ❌
#247   | Left     | Left     | 0.99   | ✅
#248   | Foot     | Foot     | 1.00   | ✅
#249   | Foot     | Foot     | 0.95   | ✅
#250   | Right    | Foot     | 0.70   | ❌
#251   | Tongue   | Tongue   | 1.00   | ✅
#252   | Right    | Right    | 0.82   | ✅
#253   | Right    | Right    | 1.00   | ✅
#254   | Left     | Left     | 0.99   | ✅
#255   | Right    | Right    | 0.98   | ✅
#256   | Tongue   | Tongue   | 1.00   | ✅
#257   | Tongue   | Tongue   | 1.00   | ✅
#258   | Right    | Right    | 1.00   | ✅
#259   | Right    | Right    | 1.00   | ✅
#260   | Right    | Right    | 1.00   | ✅
#261   | Right    | Right    | 1.00   | ✅
#262   | Tongue   | Tongue   | 1.00   | ✅
#263   | Tongue   | Left     | 0.65   | ❌
#264   | Foot     | Foot     | 1.00   | ✅
#265   | Tongue   | Left     | 0.58   | ❌
#266   | Left     | Left     | 0.93   | ✅
#267   | Right    | Right    | 0.99   | ✅
#268   | Foot     | Foot     | 0.98   | ✅
#269   | Right    | Right    | 1.00   | ✅
#270   | Left     | Left     | 0.99   | ✅
#271   | Tongue   | Tongue   | 0.97   | ✅
#272   | Left     | Left     | 0.78   | ✅
#273   | Tongue   | Tongue   | 0.99   | ✅
#274   | Left     | Left     | 1.00   | ✅
#275   | Left     | Foot     | 0.82   | ❌
#276   | Left     | Left     | 0.96   | ✅
#277   | Left     | Right    | 0.77   | ❌
#278   | Foot     | Right    | 0.69   | ❌
#279   | Foot     | Foot     | 1.00   | ✅
#280   | Tongue   | Tongue   | 0.90   | ✅
#281   | Right    | Right    | 1.00   | ✅
#282   | Foot     | Foot     | 0.99   | ✅
#283   | Foot     | Foot     | 1.00   | ✅
#284   | Foot     | Left     | 0.90   | ❌
#285   | Tongue   | Tongue   | 0.99   | ✅
#286   | Foot     | Foot     | 0.99   | ✅
#287   | Left     | Left     | 1.00   | ✅
#288   | Foot     | Foot     | 0.99   | ✅
