Trial  | True     | Pred     | Conf   | Result
#79    | Right    | Right    | 1.00   | ✅
#80    | Left     | Right    | 0.99   | ❌
#81    | Right    | Right    | 0.99   | ✅
#82    | Foot     | Foot     | 1.00   | ✅
#83    | Foot     | Foot     | 0.94   | ✅
#84    | Foot     | Foot     | 0.99   | ✅
#85    | Tongue   | Tongue   | 1.00   | ✅
#86    | Foot     | Tongue   | 1.00   | ❌
#87    | Left     | Left     | 0.49   | ✅
#88    | Tongue   | Foot     | 0.78   | ❌
#89    | Right    | Right    | 0.97   | ✅
#90    | Foot     | Right    | 0.47   | ❌
#91    | Right    | Right    | 0.93   | ✅
#92    | Foot     | Right    | 1.00   | ❌
#93    | Tongue   | Tongue   | 1.00   | ✅
#94    | Right    | Right    | 1.00   | ✅
#95    | Foot     | Tongue   | 0.60   | ❌
#96    | Left     | Left     | 0.69   | ✅
#97    | Left     | Left     | 0.69   | ✅
#98    | Left     | Left     | 1.00   | ✅
#99    | Tongue   | Tongue   | 1.00   | ✅
#100   | Right    | Right    | 1.00   | ✅
#101   | Left     | Left     | 1.00   | ✅
#102   | Foot     | Foot     | 0.73   | ✅
#103   | Left     | Left     | 1.00   | ✅
#104   | Foot     | Foot     | 0.79   | ✅
#105   | Right    | Right    | 1.00   | ✅
#106   | Tongue   | Tongue   | 1.00   | ✅
#107   | Left     | Left     | 1.00   | ✅
#108   | Foot     | Foot     | 0.98   | ✅
#109   | Foot     | Right    | 1.00   | ❌
#110   | Left     | Left     | 1.00   | ✅
#111   | Foot     | Foot     | 1.00   | ✅
#112   | Right    | Right    | 1.00   | ✅
#113   | Tongue   | Tongue   | 0.67   | ✅
#114   | Tongue   | Tongue   | 0.97   | ✅
#115   | Tongue   | Right    | 0.56   | ❌
#116   | Foot     | Right    | 1.00   | ❌
#117   | Left     | Left     | 1.00   | ✅
#118   | Tongue   | Tongue   | 0.96   | ✅
#119   | Right    | Right    | 1.00   | ✅
#120   | Tongue   | Tongue   | 1.00   | ✅
#121   | Right    | Foot     | 0.98   | ❌
#122   | Left     | Left     | 0.99   | ✅
#123   | Foot     | Tongue   | 0.57   | ❌
#124   | Right    | Right    | 0.99   | ✅
#125   | Left     | Left     | 1.00   | ✅
#126   | Foot     | Foot     | 0.98   | ✅
#127   | Foot     | Foot     | 0.96   | ✅
#128   | Left     | Left     | 0.99   | ✅
#129   | Foot     | Foot     | 0.50   | ✅
#130   | Tongue   | Tongue   | 0.97   | ✅
#131   | Tongue   | Tongue   | 1.00   | ✅
#132   | Right    | Right    | 1.00   | ✅
#133   | Left     | Right    | 0.57   | ❌
#134   | Right    | Right    | 0.99   | ✅
#135   | Tongue   | Tongue   | 0.99   | ✅
#136   | Right    | Right    | 1.00   | ✅
#137   | Tongue   | Tongue   | 1.00   | ✅
#138   | Foot     | Foot     | 1.00   | ✅
#139   | Right    | Right    | 0.99   | ✅
#140   | Right    | Tongue   | 0.95   | ❌
#141   | Right    | Foot     | 0.99   | ❌
#142   | Foot     | Left     | 1.00   | ❌
#143   | Tongue   | Tongue   | 0.79   | ✅
#144   | Left     | Left     | 1.00   | ✅
#145   | Right    | Right    | 0.99   | ✅
#146   | Tongue   | Right    | 0.73   | ❌
#147   | Left     | Left     | 0.95   | ✅
#148   | Foot     | Foot     | 0.99   | ✅
#149   | Foot     | Tongue   | 0.99   | ❌
#150   | Tongue   | Tongue   | 1.00   | ✅
#151   | Left     | Left     | 1.00   | ✅
#152   | Left     | Left     | 1.00   | ✅
#153   | Foot     | Foot     | 1.00   | ✅
#154   | Right    | Foot     | 0.75   | ❌
#155   | Tongue   | Tongue   | 1.00   | ✅
#156   | Tongue   | Tongue   | 0.99   | ✅
#157   | Tongue   | Tongue   | 0.68   | ✅
#158   | Right    | Right    | 0.72   | ✅
#159   | Left     | Left     | 1.00   | ✅
#160   | Foot     | Foot     | 0.90   | ✅
#161   | Right    | Right    | 0.98   | ✅
#162   | Tongue   | Foot     | 0.80   | ❌
#163   | Left     | Right    | 1.00   | ❌
#164   | Tongue   | Right    | 0.93   | ❌
#165   | Foot     | Foot     | 1.00   | ✅
#166   | Right    | Right    | 1.00   | ✅
#167   | Tongue   | Foot     | 0.95   | ❌
#168   | Tongue   | Tongue   | 1.00   | ✅
#169   | Left     | Left     | 1.00   | ✅
#170   | Right    | Right    | 1.00   | ✅
#171   | Right    | Right    | 0.99   | ✅
#172   | Foot     | Foot     | 1.00   | ✅
#173   | Tongue   | Tongue   | 1.00   | ✅
#174   | Right    | Right    | 0.62   | ✅
#175   | Left     | Left     | 0.98   | ✅
#176   | Left     | Left     | 1.00   | ✅
#177   | Tongue   | Tongue   | 0.96   | ✅
#178   | Right    | Right    | 0.77   | ✅
#179   | Left     | Left     | 0.98   | ✅
#180   | Foot     | Foot     | 0.99   | ✅
#181   | Right    | Right    | 1.00   | ✅
#182   | Right    | Right    | 0.92   | ✅
#183   | Foot     | Right    | 0.98   | ❌
#184   | Left     | Right    | 0.99   | ❌
#185   | Tongue   | Left     | 0.89   | ❌
#186   | Foot     | Left     | 0.89   | ❌
#187   | Foot     | Foot     | 1.00   | ✅
#188   | Foot     | Foot     | 0.99   | ✅
#189   | Foot     | Foot     | 0.99   | ✅
#190   | Left     | Left     | 1.00   | ✅
#191   | Right    | Right    | 1.00   | ✅
#192   | Left     | Foot     | 0.91   | ❌
#193   | Right    | Right    | 1.00   | ✅
#194   | Left     | Left     | 0.99   | ✅
#195   | Left     | Left     | 1.00   | ✅
#196   | Foot     | Foot     | 0.97   | ✅
#197   | Foot     | Foot     | 1.00   | ✅
#198   | Right    | Right    | 1.00   | ✅
#199   | Foot     | Tongue   | 0.97   | ❌
#200   | Tongue   | Tongue   | 0.99   | ✅
#201   | Left     | Left     | 0.99   | ✅
#202   | Tongue   | Tongue   | 1.00   | ✅
#203   | Left     | Left     | 1.00   | ✅
#204   | Left     | Left     | 0.97   | ✅
#205   | Right    | Right    | 0.99   | ✅
#206   | Tongue   | Tongue   | 1.00   | ✅
#207   | Foot     | Foot     | 0.99   | ✅
#208   | Right    | Tongue   | 0.71   | ❌
#209   | Tongue   | Tongue   | 1.00   | ✅
#210   | Foot     | Foot     | 0.94   | ✅
#211   | Tongue   | Tongue   | 0.96   | ✅
#212   | Foot     | Foot     | 0.97   | ✅
#213   | Tongue   | Tongue   | 1.00   | ✅
#214   | Right    | Right    | 1.00   | ✅
#215   | Right    | Right    | 0.99   | ✅
#216   | Tongue   | Tongue   | 1.00   | ✅
#217   | Left     | Left     | 1.00   | ✅
#218   | Right    | Tongue   | 0.94   | ❌
#219   | Right    | Foot     | 0.97   | ❌
#220   | Right    | Right    | 0.95   | ✅
#221   | Foot     | Foot     | 1.00   | ✅
#222   | Tongue   | Foot     | 0.83   | ❌
#223   | Left     | Right    | 0.62   | ❌
#224   | Tongue   | Tongue   | 1.00   | ✅
#225   | Left     | Left     | 1.00   | ✅
#226   | Foot     | Foot     | 1.00   | ✅
#227   | Left     | Left     | 0.94   | ✅
#228   | Tongue   | Tongue   | 0.98   | ✅
#229   | Left     | Left     | 1.00   | ✅
#230   | Foot     | Foot     | 0.92   | ✅
#231   | Left     | Left     | 0.87   | ✅
#232   | Right    | Right    | 1.00   | ✅
#233   | Foot     | Right    | 0.63   | ❌
#234   | Foot     | Foot     | 0.59   | ✅
#235   | Tongue   | Tongue   | 0.98   | ✅
#236   | Left     | Right    | 0.96   | ❌
#237   | Right    | Right    | 0.99   | ✅
#238   | Tongue   | Tongue   | 1.00   | ✅
#239   | Right    | Right    | 0.99   | ✅
#240   | Foot     | Right    | 0.51   | ❌
#241   | Foot     | Foot     | 0.98   | ✅
#242   | Left     | Left     | 0.96   | ✅
#243   | Tongue   | Tongue   | 0.99   | ✅
#244   | Right    | Right    | 0.95   | ✅
#245   | Tongue   | Tongue   | 1.00   | ✅
#246   | Left     | Left     | 0.80   | ✅
#247   | Left     | Left     | 1.00   | ✅
#248   | Foot     | Right    | 0.99   | ❌
#249   | Foot     | Foot     | 0.88   | ✅
#250   | Right    | Foot     | 0.76   | ❌
#251   | Tongue   | Tongue   | 1.00   | ✅
#252   | Right    | Right    | 1.00   | ✅
#253   | Right    | Right    | 1.00   | ✅
#254   | Left     | Left     | 1.00   | ✅
#255   | Right    | Right    | 1.00   | ✅
#256   | Tongue   | Tongue   | 1.00   | ✅
#257   | Tongue   | Tongue   | 1.00   | ✅
#258   | Right    | Right    | 1.00   | ✅
#259   | Right    | Right    | 0.65   | ✅
#260   | Right    | Tongue   | 0.84   | ❌
#261   | Right    | Right    | 0.99   | ✅
#262   | Tongue   | Tongue   | 1.00   | ✅
#263   | Tongue   | Tongue   | 1.00   | ✅
#264   | Foot     | Right    | 0.82   | ❌
#265   | Tongue   | Tongue   | 0.96   | ✅
#266   | Left     | Left     | 0.99   | ✅
#267   | Right    | Tongue   | 0.99   | ❌
#268   | Foot     | Right    | 0.89   | ❌
#269   | Right    | Right    | 0.98   | ✅
#270   | Left     | Left     | 1.00   | ✅
#271   | Tongue   | Right    | 0.90   | ❌
#272   | Left     | Left     | 1.00   | ✅
#273   | Tongue   | Tongue   | 1.00   | ✅
#274   | Left     | Left     | 1.00   | ✅
#275   | Left     | Left     | 0.98   | ✅
#276   | Left     | Left     | 1.00   | ✅
#277   | Left     | Right    | 0.99   | ❌
#278   | Foot     | Right    | 0.63   | ❌
#279   | Foot     | Foot     | 0.94   | ✅
#280   | Tongue   | Tongue   | 0.95   | ✅
#281   | Right    | Right    | 1.00   | ✅
#282   | Foot     | Right    | 0.99   | ❌
#283   | Foot     | Right    | 0.95   | ❌
#284   | Foot     | Right    | 1.00   | ❌
#285   | Tongue   | Foot     | 0.97   | ❌
#286   | Foot     | Foot     | 0.99   | ✅
#287   | Left     | Right    | 0.94   | ❌
#288   | Foot     | Right    | 0.72   | ❌
