Trial  | True     | Pred     | Conf   | Result
#95    | Tongue   | Tongue   | 0.53   | ✅
#96    | Left     | Left     | 0.85   | ✅
#97    | Right    | Right    | 0.82   | ✅
#98    | Tongue   | Left     | 0.36   | ❌
#99    | Left     | Left     | 1.00   | ✅
#100   | Foot     | Left     | 0.95   | ❌
#101   | Foot     | Foot     | 0.98   | ✅
#102   | Tongue   | Tongue   | 1.00   | ✅
#103   | Left     | Left     | 0.68   | ✅
#104   | Left     | Left     | 0.99   | ✅
#105   | Foot     | Foot     | 0.98   | ✅
#106   | Right    | Left     | 0.52   | ❌
#107   | Tongue   | Tongue   | 1.00   | ✅
#108   | Tongue   | Tongue   | 0.99   | ✅
#109   | Tongue   | Tongue   | 0.70   | ✅
#110   | Right    | Left     | 1.00   | ❌
#111   | Left     | Right    | 0.99   | ❌
#112   | Foot     | Right    | 0.96   | ❌
#113   | Right    | Left     | 0.66   | ❌
#114   | Tongue   | Tongue   | 0.95   | ✅
#115   | Left     | Left     | 0.92   | ✅
#116   | Tongue   | Right    | 1.00   | ❌
#117   | Foot     | Foot     | 0.99   | ✅
#118   | Right    | Right    | 0.62   | ✅
#119   | Tongue   | Tongue   | 1.00   | ✅
#120   | Tongue   | Foot     | 0.69   | ❌
#121   | Left     | Left     | 0.99   | ✅
#122   | Right    | Right    | 1.00   | ✅
#123   | Right    | Right    | 0.99   | ✅
#124   | Foot     | Tongue   | 0.52   | ❌
#125   | Tongue   | Tongue   | 0.49   | ✅
#126   | Right    | Right    | 0.71   | ✅
#127   | Left     | Left     | 0.86   | ✅
#128   | Left     | Left     | 0.76   | ✅
#129   | Tongue   | Foot     | 0.92   | ❌
#130   | Right    | Right    | 0.99   | ✅
#131   | Left     | Left     | 0.96   | ✅
#132   | Foot     | Left     | 0.54   | ❌
#133   | Right    | Right    | 0.99   | ✅
#134   | Right    | Left     | 0.40   | ❌
#135   | Foot     | Left     | 0.81   | ❌
#136   | Left     | Left     | 0.52   | ✅
#137   | Tongue   | Tongue   | 1.00   | ✅
#138   | Foot     | Foot     | 1.00   | ✅
#139   | Foot     | Foot     | 0.98   | ✅
#140   | Foot     | Left     | 0.96   | ❌
#141   | Foot     | Left     | 0.62   | ❌
#142   | Left     | Right    | 0.92   | ❌
#143   | Right    | Right    | 0.56   | ✅
#144   | Left     | Right    | 0.56   | ❌
#145   | Right    | Right    | 0.94   | ✅
#146   | Left     | Left     | 0.98   | ✅
#147   | Left     | Left     | 1.00   | ✅
#148   | Foot     | Right    | 0.67   | ❌
#149   | Foot     | Foot     | 1.00   | ✅
#150   | Right    | Foot     | 0.67   | ❌
#151   | Foot     | Foot     | 0.64   | ✅
#152   | Tongue   | Tongue   | 1.00   | ✅
#153   | Left     | Right    | 0.97   | ❌
#154   | Tongue   | Tongue   | 1.00   | ✅
#155   | Left     | Foot     | 0.69   | ❌
#156   | Left     | Left     | 1.00   | ✅
#157   | Right    | Right    | 0.75   | ✅
#158   | Tongue   | Tongue   | 0.84   | ✅
#159   | Foot     | Tongue   | 1.00   | ❌
#160   | Right    | Right    | 0.71   | ✅
#161   | Tongue   | Tongue   | 0.90   | ✅
#162   | Foot     | Foot     | 0.99   | ✅
#163   | Tongue   | Tongue   | 0.98   | ✅
#164   | Foot     | Right    | 0.83   | ❌
#165   | Tongue   | Foot     | 0.47   | ❌
#166   | Right    | Right    | 0.99   | ✅
#167   | Right    | Tongue   | 0.95   | ❌
#168   | Tongue   | Tongue   | 0.93   | ✅
#169   | Left     | Right    | 0.86   | ❌
#170   | Right    | Left     | 0.97   | ❌
#171   | Right    | Right    | 1.00   | ✅
#172   | Right    | Right    | 0.96   | ✅
#173   | Foot     | Left     | 0.88   | ❌
#174   | Tongue   | Tongue   | 1.00   | ✅
#175   | Left     | Left     | 0.99   | ✅
#176   | Tongue   | Tongue   | 1.00   | ✅
#177   | Left     | Left     | 0.91   | ✅
#178   | Foot     | Foot     | 0.97   | ✅
#179   | Left     | Left     | 0.98   | ✅
#180   | Tongue   | Right    | 0.98   | ❌
#181   | Left     | Left     | 1.00   | ✅
#182   | Foot     | Foot     | 0.98   | ✅
#183   | Left     | Left     | 1.00   | ✅
#184   | Right    | Right    | 1.00   | ✅
#185   | Foot     | Left     | 0.74   | ❌
#186   | Foot     | Foot     | 0.90   | ✅
#187   | Tongue   | Tongue   | 1.00   | ✅
#188   | Left     | Left     | 1.00   | ✅
#189   | Right    | Left     | 0.67   | ❌
#190   | Tongue   | Tongue   | 1.00   | ✅
#191   | Right    | Right    | 0.98   | ✅
#192   | Foot     | Foot     | 0.90   | ✅
#193   | Foot     | Foot     | 0.76   | ✅
#194   | Left     | Left     | 1.00   | ✅
#195   | Tongue   | Tongue   | 0.98   | ✅
#196   | Right    | Left     | 0.59   | ❌
#197   | Tongue   | Tongue   | 1.00   | ✅
#198   | Left     | Foot     | 1.00   | ❌
#199   | Left     | Left     | 0.99   | ✅
#200   | Foot     | Foot     | 0.95   | ✅
#201   | Foot     | Left     | 0.63   | ❌
#202   | Right    | Right    | 1.00   | ✅
#203   | Tongue   | Right    | 0.56   | ❌
#204   | Right    | Left     | 0.97   | ❌
#205   | Right    | Right    | 1.00   | ✅
#206   | Left     | Left     | 0.99   | ✅
#207   | Right    | Right    | 0.97   | ✅
#208   | Tongue   | Tongue   | 1.00   | ✅
#209   | Tongue   | Tongue   | 0.92   | ✅
#210   | Right    | Right    | 0.99   | ✅
#211   | Right    | Right    | 1.00   | ✅
#212   | Right    | Right    | 0.97   | ✅
#213   | Right    | Left     | 0.83   | ❌
#214   | Tongue   | Tongue   | 1.00   | ✅
#215   | Tongue   | Tongue   | 1.00   | ✅
#216   | Foot     | Left     | 0.99   | ❌
#217   | Tongue   | Tongue   | 0.93   | ✅
#218   | Left     | Left     | 1.00   | ✅
#219   | Right    | Right    | 0.94   | ✅
#220   | Foot     | Tongue   | 0.99   | ❌
#221   | Right    | Left     | 0.80   | ❌
#222   | Left     | Left     | 1.00   | ✅
#223   | Tongue   | Tongue   | 1.00   | ✅
#224   | Left     | Left     | 1.00   | ✅
#225   | Tongue   | Tongue   | 0.98   | ✅
#226   | Left     | Left     | 0.98   | ✅
#227   | Left     | Left     | 0.85   | ✅
#228   | Left     | Left     | 1.00   | ✅
#229   | Left     | Left     | 1.00   | ✅
#230   | Foot     | Left     | 0.86   | ❌
#231   | Foot     | Foot     | 0.84   | ✅
#232   | Tongue   | Tongue   | 1.00   | ✅
#233   | Right    | Right    | 0.93   | ✅
#234   | Foot     | Right    | 0.92   | ❌
#235   | Foot     | Right    | 0.83   | ❌
#236   | Foot     | Right    | 0.94   | ❌
#237   | Tongue   | Tongue   | 0.80   | ✅
#238   | Foot     | Foot     | 1.00   | ✅
#239   | Left     | Left     | 1.00   | ✅
#240   | Foot     | Left     | 0.98   | ❌
#241   | Left     | Left     | 0.65   | ✅
#242   | Tongue   | Tongue   | 1.00   | ✅
#243   | Right    | Right    | 1.00   | ✅
#244   | Tongue   | Tongue   | 1.00   | ✅
#245   | Tongue   | Tongue   | 1.00   | ✅
#246   | Foot     | Right    | 0.87   | ❌
#247   | Tongue   | Tongue   | 0.99   | ✅
#248   | Tongue   | Tongue   | 1.00   | ✅
#249   | Foot     | Foot     | 0.93   | ✅
#250   | Right    | Right    | 0.77   | ✅
#251   | Tongue   | Tongue   | 0.99   | ✅
#252   | Foot     | Foot     | 0.62   | ✅
#253   | Left     | Foot     | 0.62   | ❌
#254   | Right    | Right    | 0.84   | ✅
#255   | Right    | Right    | 1.00   | ✅
#256   | Right    | Right    | 1.00   | ✅
#257   | Foot     | Tongue   | 0.97   | ❌
#258   | Right    | Right    | 0.44   | ✅
#259   | Tongue   | Tongue   | 0.89   | ✅
#260   | Foot     | Foot     | 0.99   | ✅
#261   | Tongue   | Tongue   | 0.81   | ✅
#262   | Right    | Right    | 1.00   | ✅
#263   | Foot     | Foot     | 0.81   | ✅
#264   | Left     | Left     | 1.00   | ✅
#265   | Tongue   | Tongue   | 1.00   | ✅
#266   | Left     | Left     | 0.99   | ✅
#267   | Foot     | Foot     | 0.93   | ✅
#268   | Tongue   | Tongue   | 1.00   | ✅
#269   | Left     | Right    | 0.71   | ❌
#270   | Foot     | Tongue   | 0.59   | ❌
#271   | Left     | Left     | 0.99   | ✅
#272   | Right    | Foot     | 0.51   | ❌
#273   | Right    | Right    | 1.00   | ✅
#274   | Left     | Left     | 0.93   | ✅
#275   | Tongue   | Right    | 0.99   | ❌
#276   | Left     | Tongue   | 0.90   | ❌
#277   | Tongue   | Tongue   | 1.00   | ✅
#278   | Foot     | Foot     | 0.97   | ✅
#279   | Foot     | Foot     | 0.99   | ✅
#280   | Left     | Left     | 0.99   | ✅
#281   | Foot     | Foot     | 0.99   | ✅
#282   | Right    | Foot     | 0.98   | ❌
#283   | Right    | Right    | 0.99   | ✅
#284   | Left     | Left     | 1.00   | ✅
#285   | Foot     | Foot     | 0.99   | ✅
#286   | Left     | Right    | 0.60   | ❌
#287   | Right    | Right    | 0.98   | ✅
#288   | Left     | Left     | 1.00   | ✅
