Trial  | True     | Pred     | Conf   | Result
#143   | Tongue   | Tongue   | 0.99   | ✅
#144   | Left     | Left     | 1.00   | ✅
#145   | Right    | Right    | 0.97   | ✅
#146   | Tongue   | Tongue   | 0.97   | ✅
#147   | Left     | Left     | 0.46   | ✅
#148   | Foot     | Left     | 0.47   | ❌
#149   | Foot     | Foot     | 0.32   | ✅
#150   | Tongue   | Tongue   | 0.99   | ✅
#151   | Left     | Left     | 0.74   | ✅
#152   | Left     | Left     | 1.00   | ✅
#153   | Foot     | Right    | 0.77   | ❌
#154   | Right    | Right    | 0.91   | ✅
#155   | Tongue   | Tongue   | 0.99   | ✅
#156   | Tongue   | Tongue   | 1.00   | ✅
#157   | Tongue   | Tongue   | 0.90   | ✅
#158   | Right    | Right    | 1.00   | ✅
#159   | Left     | Left     | 0.91   | ✅
#160   | Foot     | Foot     | 0.98   | ✅
#161   | Right    | Right    | 0.99   | ✅
#162   | Tongue   | Tongue   | 1.00   | ✅
#163   | Left     | Left     | 0.99   | ✅
#164   | Tongue   | Tongue   | 1.00   | ✅
#165   | Foot     | Left     | 0.92   | ❌
#166   | Right    | Right    | 1.00   | ✅
#167   | Tongue   | Tongue   | 1.00   | ✅
#168   | Tongue   | Tongue   | 0.99   | ✅
#169   | Left     | Left     | 1.00   | ✅
#170   | Right    | Right    | 0.99   | ✅
#171   | Right    | Right    | 1.00   | ✅
#172   | Foot     | Foot     | 0.63   | ✅
#173   | Tongue   | Tongue   | 0.99   | ✅
#174   | Right    | Right    | 1.00   | ✅
#175   | Left     | Left     | 0.97   | ✅
#176   | Left     | Left     | 0.88   | ✅
#177   | Tongue   | Tongue   | 1.00   | ✅
#178   | Right    | Right    | 1.00   | ✅
#179   | Left     | Left     | 1.00   | ✅
#180   | Foot     | Foot     | 0.99   | ✅
#181   | Right    | Right    | 1.00   | ✅
#182   | Right    | Right    | 0.99   | ✅
#183   | Foot     | Left     | 0.97   | ❌
#184   | Left     | Left     | 0.99   | ✅
#185   | Tongue   | Tongue   | 1.00   | ✅
#186   | Foot     | Foot     | 0.99   | ✅
#187   | Foot     | Right    | 0.98   | ❌
#188   | Foot     | Foot     | 0.99   | ✅
#189   | Foot     | Foot     | 0.91   | ✅
#190   | Left     | Left     | 0.97   | ✅
#191   | Right    | Left     | 0.60   | ❌
#192   | Left     | Tongue   | 0.79   | ❌
#193   | Right    | Right    | 0.90   | ✅
#194   | Left     | Left     | 0.99   | ✅
#195   | Left     | Left     | 0.98   | ✅
#196   | Foot     | Foot     | 0.90   | ✅
#197   | Foot     | Foot     | 0.98   | ✅
#198   | Right    | Right    | 1.00   | ✅
#199   | Foot     | Left     | 0.99   | ❌
#200   | Tongue   | Tongue   | 1.00   | ✅
#201   | Left     | Left     | 1.00   | ✅
#202   | Tongue   | Tongue   | 1.00   | ✅
#203   | Left     | Left     | 0.96   | ✅
#204   | Left     | Left     | 1.00   | ✅
#205   | Right    | Right    | 1.00   | ✅
#206   | Tongue   | Tongue   | 1.00   | ✅
#207   | Foot     | Foot     | 0.99   | ✅
#208   | Right    | Right    | 1.00   | ✅
#209   | Tongue   | Tongue   | 1.00   | ✅
#210   | Foot     | Foot     | 0.91   | ✅
#211   | Tongue   | Tongue   | 1.00   | ✅
#212   | Foot     | Right    | 0.78   | ❌
#213   | Tongue   | Tongue   | 1.00   | ✅
#214   | Right    | Right    | 1.00   | ✅
#215   | Right    | Right    | 1.00   | ✅
#216   | Tongue   | Tongue   | 0.98   | ✅
#217   | Left     | Left     | 0.97   | ✅
#218   | Right    | Right    | 1.00   | ✅
#219   | Right    | Right    | 0.99   | ✅
#220   | Right    | Right    | 0.93   | ✅
#221   | Foot     | Tongue   | 0.99   | ❌
#222   | Tongue   | Tongue   | 1.00   | ✅
#223   | Left     | Left     | 1.00   | ✅
#224   | Tongue   | Tongue   | 1.00   | ✅
#225   | Left     | Foot     | 0.47   | ❌
#226   | Foot     | Tongue   | 0.98   | ❌
#227   | Left     | Right    | 0.75   | ❌
#228   | Tongue   | Tongue   | 1.00   | ✅
#229   | Left     | Left     | 1.00   | ✅
#230   | Foot     | Foot     | 1.00   | ✅
#231   | Left     | Left     | 0.98   | ✅
#232   | Right    | Right    | 1.00   | ✅
#233   | Foot     | Tongue   | 0.57   | ❌
#234   | Foot     | Tongue   | 1.00   | ❌
#235   | Tongue   | Tongue   | 0.77   | ✅
#236   | Left     | Left     | 0.96   | ✅
#237   | Right    | Right    | 1.00   | ✅
#238   | Tongue   | Tongue   | 1.00   | ✅
#239   | Right    | Right    | 1.00   | ✅
#240   | Foot     | Foot     | 0.97   | ✅
#241   | Foot     | Tongue   | 0.47   | ❌
#242   | Left     | Left     | 0.72   | ✅
#243   | Tongue   | Tongue   | 0.98   | ✅
#244   | Right    | Right    | 1.00   | ✅
#245   | Tongue   | Tongue   | 1.00   | ✅
#246   | Left     | Left     | 1.00   | ✅
#247   | Left     | Left     | 1.00   | ✅
#248   | Foot     | Foot     | 0.97   | ✅
#249   | Foot     | Foot     | 0.95   | ✅
#250   | Right    | Right    | 1.00   | ✅
#251   | Tongue   | Tongue   | 1.00   | ✅
#252   | Right    | Tongue   | 0.82   | ❌
#253   | Right    | Right    | 0.56   | ✅
#254   | Left     | Left     | 1.00   | ✅
#255   | Right    | Right    | 0.90   | ✅
#256   | Tongue   | Tongue   | 1.00   | ✅
#257   | Tongue   | Foot     | 0.95   | ❌
#258   | Right    | Right    | 1.00   | ✅
#259   | Right    | Right    | 1.00   | ✅
#260   | Right    | Right    | 0.99   | ✅
#261   | Right    | Foot     | 0.96   | ❌
#262   | Tongue   | Foot     | 0.97   | ❌
#263   | Tongue   | Tongue   | 1.00   | ✅
#264   | Foot     | Foot     | 1.00   | ✅
#265   | Tongue   | Foot     | 0.70   | ❌
#266   | Left     | Left     | 1.00   | ✅
#267   | Right    | Right    | 1.00   | ✅
#268   | Foot     | Foot     | 0.96   | ✅
#269   | Right    | Right    | 1.00   | ✅
#270   | Left     | Left     | 1.00   | ✅
#271   | Tongue   | Foot     | 0.63   | ❌
#272   | Left     | Left     | 1.00   | ✅
#273   | Tongue   | Tongue   | 1.00   | ✅
#274   | Left     | Left     | 0.80   | ✅
#275   | Left     | Left     | 1.00   | ✅
#276   | Left     | Left     | 1.00   | ✅
#277   | Left     | Left     | 0.66   | ✅
#278   | Foot     | Right    | 0.51   | ❌
#279   | Foot     | Left     | 0.99   | ❌
#280   | Tongue   | Tongue   | 1.00   | ✅
#281   | Right    | Right    | 1.00   | ✅
#282   | Foot     | Tongue   | 0.75   | ❌
#283   | Foot     | Foot     | 0.92   | ✅
#284   | Foot     | Tongue   | 0.92   | ❌
#285   | Tongue   | Tongue   | 1.00   | ✅
#286   | Foot     | Foot     | 0.98   | ✅
#287   | Left     | Foot     | 0.89   | ❌
#288   | Foot     | Foot     | 1.00   | ✅
