Trial  | True     | Pred     | Conf   | Result
#149   | Foot     | Foot     | 0.98   | ✅
#150   | Tongue   | Right    | 0.96   | ❌
#151   | Left     | Right    | 0.67   | ❌
#152   | Left     | Left     | 0.88   | ✅
#153   | Foot     | Foot     | 0.99   | ✅
#154   | Right    | Right    | 1.00   | ✅
#155   | Tongue   | Tongue   | 1.00   | ✅
#156   | Tongue   | Tongue   | 1.00   | ✅
#157   | Tongue   | Tongue   | 1.00   | ✅
#158   | Right    | Right    | 0.99   | ✅
#159   | Left     | Left     | 0.98   | ✅
#160   | Foot     | Foot     | 1.00   | ✅
#161   | Right    | Right    | 0.81   | ✅
#162   | Tongue   | Right    | 0.88   | ❌
#163   | Left     | Foot     | 0.44   | ❌
#164   | Tongue   | Tongue   | 1.00   | ✅
#165   | Foot     | Foot     | 0.70   | ✅
#166   | Right    | Right    | 1.00   | ✅
#167   | Tongue   | Tongue   | 0.99   | ✅
#168   | Tongue   | Tongue   | 1.00   | ✅
#169   | Left     | Right    | 0.92   | ❌
#170   | Right    | Right    | 0.51   | ✅
#171   | Right    | Right    | 0.99   | ✅
#172   | Foot     | Tongue   | 0.89   | ❌
#173   | Tongue   | Tongue   | 1.00   | ✅
#174   | Right    | Right    | 0.90   | ✅
#175   | Left     | Left     | 0.92   | ✅
#176   | Left     | Left     | 0.59   | ✅
#177   | Tongue   | Tongue   | 1.00   | ✅
#178   | Right    | Right    | 0.99   | ✅
#179   | Left     | Foot     | 0.77   | ❌
#180   | Foot     | Foot     | 0.94   | ✅
#181   | Right    | Right    | 0.96   | ✅
#182   | Right    | Right    | 0.99   | ✅
#183   | Foot     | Foot     | 0.80   | ✅
#184   | Left     | Left     | 0.99   | ✅
#185   | Tongue   | Tongue   | 1.00   | ✅
#186   | Foot     | Foot     | 1.00   | ✅
#187   | Foot     | Right    | 0.92   | ❌
#188   | Foot     | Foot     | 0.47   | ✅
#189   | Foot     | Foot     | 0.99   | ✅
#190   | Left     | Left     | 0.76   | ✅
#191   | Right    | Right    | 0.83   | ✅
#192   | Left     | Left     | 0.98   | ✅
#193   | Right    | Right    | 0.89   | ✅
#194   | Left     | Foot     | 0.52   | ❌
#195   | Left     | Left     | 0.67   | ✅
#196   | Foot     | Foot     | 0.98   | ✅
#197   | Foot     | Foot     | 0.99   | ✅
#198   | Right    | Right    | 1.00   | ✅
#199   | Foot     | Foot     | 0.97   | ✅
#200   | Tongue   | Tongue   | 1.00   | ✅
#201   | Left     | Left     | 0.98   | ✅
#202   | Tongue   | Tongue   | 0.98   | ✅
#203   | Left     | Left     | 0.98   | ✅
#204   | Left     | Left     | 0.94   | ✅
#205   | Right    | Right    | 0.98   | ✅
#206   | Tongue   | Tongue   | 0.99   | ✅
#207   | Foot     | Foot     | 0.99   | ✅
#208   | Right    | Right    | 1.00   | ✅
#209   | Tongue   | Foot     | 0.88   | ❌
#210   | Foot     | Right    | 0.78   | ❌
#211   | Tongue   | Tongue   | 0.70   | ✅
#212   | Foot     | Foot     | 0.70   | ✅
#213   | Tongue   | Tongue   | 1.00   | ✅
#214   | Right    | Right    | 1.00   | ✅
#215   | Right    | Right    | 0.96   | ✅
#216   | Tongue   | Tongue   | 0.96   | ✅
#217   | Left     | Foot     | 0.69   | ❌
#218   | Right    | Right    | 1.00   | ✅
#219   | Right    | Right    | 0.98   | ✅
#220   | Right    | Right    | 1.00   | ✅
#221   | Foot     | Foot     | 1.00   | ✅
#222   | Tongue   | Tongue   | 0.70   | ✅
#223   | Left     | Left     | 0.55   | ✅
#224   | Tongue   | Tongue   | 1.00   | ✅
#225   | Left     | Left     | 0.94   | ✅
#226   | Foot     | Foot     | 0.98   | ✅
#227   | Left     | Foot     | 0.82   | ❌
#228   | Tongue   | Tongue   | 1.00   | ✅
#229   | Left     | Left     | 0.99   | ✅
#230   | Foot     | Tongue   | 0.95   | ❌
#231   | Left     | Left     | 0.68   | ✅
#232   | Right    | Right    | 0.98   | ✅
#233   | Foot     | Foot     | 0.92   | ✅
#234   | Foot     | Foot     | 0.97   | ✅
#235   | Tongue   | Right    | 0.95   | ❌
#236   | Left     | Left     | 1.00   | ✅
#237   | Right    | Right    | 0.97   | ✅
#238   | Tongue   | Tongue   | 0.99   | ✅
#239   | Right    | Right    | 1.00   | ✅
#240   | Foot     | Foot     | 0.86   | ✅
#241   | Foot     | Tongue   | 0.83   | ❌
#242   | Left     | Left     | 0.99   | ✅
#243   | Tongue   | Tongue   | 1.00   | ✅
#244   | Right    | Right    | 0.99   | ✅
#245   | Tongue   | Tongue   | 1.00   | ✅
#246   | Left     | Left     | 0.97   | ✅
#247   | Left     | Right    | 0.47   | ❌
#248   | Foot     | Foot     | 1.00   | ✅
#249   | Foot     | Foot     | 0.99   | ✅
#250   | Right    | Right    | 0.98   | ✅
#251   | Tongue   | Tongue   | 0.52   | ✅
#252   | Right    | Tongue   | 0.86   | ❌
#253   | Right    | Right    | 1.00   | ✅
#254   | Left     | Left     | 0.96   | ✅
#255   | Right    | Right    | 0.95   | ✅
#256   | Tongue   | Tongue   | 0.99   | ✅
#257   | Tongue   | Tongue   | 0.99   | ✅
#258   | Right    | Right    | 0.63   | ✅
#259   | Right    | Left     | 0.76   | ❌
#260   | Right    | Right    | 0.99   | ✅
#261   | Right    | Right    | 0.99   | ✅
#262   | Tongue   | Tongue   | 1.00   | ✅
#263   | Tongue   | Tongue   | 1.00   | ✅
#264   | Foot     | Foot     | 0.99   | ✅
#265   | Tongue   | Tongue   | 1.00   | ✅
#266   | Left     | Foot     | 0.95   | ❌
#267   | Right    | Right    | 1.00   | ✅
#268   | Foot     | Foot     | 0.87   | ✅
#269   | Right    | Right    | 0.99   | ✅
#270   | Left     | Right    | 0.84   | ❌
#271   | Tongue   | Tongue   | 1.00   | ✅
#272   | Left     | Left     | 0.98   | ✅
#273   | Tongue   | Tongue   | 0.94   | ✅
#274   | Left     | Foot     | 0.86   | ❌
#275   | Left     | Left     | 0.89   | ✅
#276   | Left     | Left     | 0.99   | ✅
#277   | Left     | Foot     | 0.96   | ❌
#278   | Foot     | Foot     | 1.00   | ✅
#279   | Foot     | Foot     | 1.00   | ✅
#280   | Tongue   | Tongue   | 1.00   | ✅
#281   | Right    | Right    | 1.00   | ✅
#282   | Foot     | Foot     | 1.00   | ✅
#283   | Foot     | Foot     | 0.98   | ✅
#284   | Foot     | Foot     | 0.98   | ✅
#285   | Tongue   | Tongue   | 0.77   | ✅
#286   | Foot     | Foot     | 0.98   | ✅
#287   | Left     | Left     | 0.96   | ✅
#288   | Foot     | Foot     | 1.00   | ✅
